City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
365,Namibe,AO,79.47,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
366,Along,IN,62.92,scattered clouds,28.1667,94.7667,Hotel West
368,Pizarro,CO,82.81,broken clouds,4.9533,-77.366,Hotel Limonar
370,Brownsville,US,82.4,overcast clouds,25.9018,-97.4975,University Inn & Suites
371,Alikalia,SL,78.84,overcast clouds,9.1667,-11.4,
373,Port-Gentil,GA,82.4,few clouds,-0.7193,8.7815,Fengshui Residence
374,Fiche,ET,54.07,moderate rain,9.8,38.7333,Feezone hotel
375,Sao Raimundo Das Mangabeiras,BR,81.52,overcast clouds,-7.0219,-45.4811,Hotel Tropical
378,Santa Maria La Alta,MX,84.42,clear sky,18.6,-97.6667,Hotel linda vista
379,Ngunguru,NZ,60.01,few clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
380,Coahuayana,MX,82.4,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
381,Saint Simons,US,84.2,clear sky,31.1352,-81.3901,Holiday Inn Express Saint Simons Island
384,Colac,AU,50.0,overcast clouds,-38.3333,143.5833,Otway Gate Motel
385,Yambio,SS,70.83,overcast clouds,4.5721,28.3955,Naivasha Hotel
386,Poum,NC,77.58,scattered clouds,-20.2333,164.0167,Gîte kajeon
387,Dingle,PH,75.96,light rain,10.9995,122.6711,SEGAYA PROPERTY
388,Moron,AR,75.2,clear sky,-34.6534,-58.6198,Hotel Morón
391,Marawi,PH,75.0,overcast clouds,7.9986,124.2928,Derogongan Residence
392,Beloha,MG,73.6,scattered clouds,-25.1667,45.05,
394,Saldanha,ZA,66.2,overcast clouds,-33.0117,17.9442,Blue Bay Lodge
395,Salalah,OM,82.4,few clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
396,Takoradi,GH,81.9,broken clouds,4.8845,-1.7554,Raybow International Hotel
397,Lagos,NG,82.4,few clouds,6.5833,3.75,
399,Marfino,RU,51.01,clear sky,55.7028,37.3822,ARK guest house
402,Barao De Melgaco,BR,87.8,scattered clouds,-16.1944,-55.9675,Tuiuiu Pantanal Hotel
403,Tefe,BR,86.0,light rain,-3.3542,-64.7114,Aracati Hotel
404,Coaticook,CA,59.0,overcast clouds,45.1334,-71.7991,Villa highland
405,Bulawayo,ZW,62.13,clear sky,-20.15,28.5833,4 On Housman Backpackers
406,Pacifica,US,62.6,haze,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
407,Seoul,KR,53.6,mist,37.5683,126.9778,Lotte Hotel Seoul
408,Pontes E Lacerda,BR,76.86,overcast clouds,-15.2261,-59.3353,Hotel Bressan
409,Bengkulu,ID,76.64,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
411,Vanimo,PG,76.06,moderate rain,-2.6741,141.3028,Vahmoneh Lodge Vanimo
412,Zaraza,VE,86.86,overcast clouds,9.3503,-65.3245,Hotel Zaraza
414,Vila,PT,57.0,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
415,Pacific Grove,US,57.0,scattered clouds,36.6177,-121.9166,Lovers Point Inn
417,Dolores,AR,69.06,clear sky,-36.3132,-57.6792,Apart Hotel - Arianos
418,Banda Aceh,ID,79.57,broken clouds,5.5577,95.3222,Sulthan Hotel International
419,Ramon,PH,71.65,overcast clouds,16.7842,121.535,May traveller's Inn
420,Aswan,EG,70.43,clear sky,24.0934,32.907,Nuba Nile
421,Whyalla,AU,66.2,broken clouds,-33.0333,137.5833,Foreshore Motor Inn
422,Mount Isa,AU,53.6,few clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
424,Tabou,CI,81.18,broken clouds,4.423,-7.3528,hotêl doufoulougou
425,Haapiti,PF,86.0,broken clouds,-17.5667,-149.8667,Linareva Moorea Beach Resort
426,Laela,TZ,60.13,light rain,-8.5667,32.05,
427,Cortez,US,66.2,clear sky,37.3489,-108.5859,Sand Canyon National 9 Inn
428,Kiama,AU,53.01,clear sky,-34.6833,150.8667,The Sebel Kiama Harbourside
429,Sao Joao Da Barra,BR,89.6,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
430,Honiara,SB,77.22,broken clouds,-9.4333,159.95,Heritage Park Hotel
431,Selma,US,79.0,few clouds,36.5708,-119.6121,Holiday Inn Selma-Swancourt
432,Taylorville,US,63.0,broken clouds,39.5489,-89.2945,Economy Inn
435,Corinto,GR,55.99,few clouds,37.9407,22.9573,Ephira Hotel
437,Port Blair,IN,82.0,scattered clouds,11.6667,92.75,Welcomhotel Bay Island Port Blair
440,Kruisfontein,ZA,64.99,broken clouds,-34.0033,24.7314,Oyster Bay House Rental
441,Vernon,CA,52.0,clear sky,50.2581,-119.2691,Prestige Vernon Lodge and Conference Centre
443,Tucurui,BR,82.58,overcast clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
446,Aracati,BR,81.84,broken clouds,-4.5617,-37.7697,Motel Pousada Milleniun - Aracati-CE
448,Kennett,US,77.0,haze,36.2362,-90.0556,Americas Best Value Inn Kennett
449,Celina,US,61.0,overcast clouds,40.5489,-84.5702,Holiday Inn Express Celina
450,Alice Springs,AU,55.4,overcast clouds,-23.7,133.8833,Desert Palms Alice Springs
451,Abong Mbang,CM,69.91,light rain,3.9833,13.1833,Auberge Angle Sur
452,Porto Walter,BR,83.61,broken clouds,-8.2686,-72.7439,Secretaria de saúde
453,Chongqing,CN,60.8,light rain,29.5628,106.5528,Hilton Chongqing
454,Biak,ID,75.69,overcast clouds,-0.9131,122.8766,Penginapan Kim
455,Havre-Saint-Pierre,CA,57.2,clear sky,50.2334,-63.5986,Auberge Niapiskau
456,Weiser,US,55.0,clear sky,44.251000000000005,-116.9693,The Colonial Motel
457,Sao Filipe,CV,76.41,scattered clouds,14.8961,-24.4956,Tortuga B&B
459,Awbari,LY,79.2,clear sky,26.5921,12.7805,فندق أوباري
461,Sarankhola,BD,76.35,few clouds,22.3082,89.7897,Md Mostafiz Mir Al Imran's House
462,Sinisian,PH,79.0,broken clouds,13.9156,120.844,Casa Corazon
464,Maraa,BR,82.22,moderate rain,-1.8333,-65.3667,
465,Konibodom,TJ,50.0,overcast clouds,40.2843,70.4426,"Hotel ""Orom"""
467,Taltal,CL,68.85,overcast clouds,-25.4,-70.4833,Residencial Karime
469,Kikwit,CD,71.4,broken clouds,-5.041,18.8162,Guest L'Amour
470,Birao,CF,81.55,overcast clouds,10.2849,22.7882,
474,Florence,IT,52.0,broken clouds,43.7667,11.25,Italiana Hotels Florence
475,Envira,BR,87.01,scattered clouds,-7.3,-70.2167,
476,Lucapa,AO,62.31,overcast clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
477,Kailua,US,75.2,scattered clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
478,Sao Jose Da Coroa Grande,BR,79.39,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
479,Kirakira,SB,79.72,broken clouds,-10.4544,161.9205,SanBiz Lodge
480,Mungwi,ZM,61.14,light rain,-10.1732,31.3694,
481,Muisne,EC,86.0,broken clouds,0.6,-80.0333,Quinta Samay
482,Marang,MY,77.0,few clouds,5.2056,103.2059,DBarakah Homestay
484,Samarai,PG,79.36,broken clouds,-10.6167,150.6667,Nuli Sapi
486,Frontera,MX,89.6,haze,26.9333,-101.45,Casagrande Hotel
487,Hervey Bay,AU,63.0,clear sky,-25.2986,152.8535,Shelly Bay Resort
488,Baihar,IN,76.71,clear sky,22.1,80.55,T3 RESORT & RESEARCH CENTRE
489,Santa Cruz,BO,78.8,overcast clouds,-17.8,-63.1667,Aviador Hotel Boutique
490,Esperance,AU,53.6,scattered clouds,-33.8667,121.9,Hospitality Esperance
492,Mayo,US,57.0,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
493,Nola,IT,55.0,overcast clouds,40.922,14.5329,Pamaran Hotel
495,Maningrida,AU,72.84,overcast clouds,-12.0667,134.2667,Dhukurrdji Lodge
496,Galveston,US,81.0,broken clouds,29.3669,-94.9669,Comfort Inn & Suites Texas City
498,Krasnogorsk,RU,51.8,clear sky,55.8225,37.3181,"Hotel ""Academy"""
500,Humaita,BR,88.03,overcast clouds,-7.5061,-63.0208,Corrêa Hotel
501,Kaspiysk,RU,50.0,few clouds,42.8816,47.6392,Alima Hostel
502,Jeremie,HT,81.57,overcast clouds,18.65,-74.1167,Auberge’Inn
503,Panguna,PG,67.14,overcast clouds,-6.3164,155.4848,
504,Dakar,SN,75.2,clear sky,14.6937,-17.4441,Redface Studios Meublés
506,Kazanka,UA,50.0,overcast clouds,47.8462,32.8218,Готель
509,Komsomolskiy,UZ,60.8,overcast clouds,40.4272,71.7189,Ikathouse
510,Richards Bay,ZA,71.74,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
511,Paita,PE,86.0,clear sky,-5.0892,-81.1144,Hotel Náutico de Paita
512,Fort-Shevchenko,KZ,54.12,overcast clouds,44.5086,50.263000000000005,Oasis hotel Bautino
513,Barcelos,PT,64.4,clear sky,41.5388,-8.6151,Hotel Do Terço
516,Cairns,AU,71.6,scattered clouds,-16.9167,145.7667,Mantra Trilogy Cairns
517,San Carlos De Bariloche,AR,71.01,scattered clouds,-41.1456,-71.3082,Hotel Patagonia
518,Contamana,PE,78.04,overcast clouds,-7.3333,-75.0167,Shiringal Touristic Park
519,Asosa,ET,72.23,overcast clouds,10.0667,34.5333,Blendana Hotel Assosa
520,Iraray,PH,76.69,overcast clouds,8.9936,118.0511,
522,Beitbridge,ZW,72.34,clear sky,-22.2167,30.0,PETERS MOTEL & CONFERENCE CENTRE
524,Russell,US,84.0,clear sky,32.3502,-85.1999,Macs
525,Maxixe,MZ,72.57,clear sky,-23.8597,35.3472,Oceano
527,Muros,ES,59.0,light rain,42.7762,-9.0603,Apartment Av. Castelao
528,Lake Havasu City,US,88.0,clear sky,34.4839,-114.3224,Heat Hotel
530,Mali,GN,79.12,clear sky,12.079,-12.2982,Hotel La Dame de Mali
531,Texarkana,US,86.0,clear sky,33.4251,-94.0477,Holiday Inn Express & Suites Texarkana
532,Marsa Matruh,EG,58.33,clear sky,31.3525,27.2453,Beau Site
534,Saint-Donat-De-Montcalm,CA,59.0,overcast clouds,46.3187,-74.2219,Le Lincoln Marina Spa
535,Korcula,HR,59.0,scattered clouds,42.9622,17.1369,Hotel Marko Polo
536,Kendari,ID,74.19,overcast clouds,-3.945,122.4989,Hotel Wixel
537,Mocuba,MZ,70.66,overcast clouds,-16.8392,36.9856,Phama Lodge
538,Fayetteville,US,82.99,clear sky,35.0527,-78.8784,American Eagle Inn
539,Merauke,ID,76.62,few clouds,-8.4667,140.3333,
541,Port Keats,AU,78.57,broken clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
542,Mitsamiouli,KM,81.46,light rain,-11.3847,43.2844,Foyer ADM
543,Vostochnyy,RU,51.8,clear sky,55.8167,37.8667,MarianHall
545,Ahipara,NZ,65.89,scattered clouds,-35.1667,173.1667,Ahipara Holiday Park
547,Kapoeta,SS,82.06,light rain,4.7717,33.5903,Eastgate Hotel
549,Diamantino,BR,84.81,scattered clouds,-14.4086,-56.4461,Hotel Delta
550,Azare,NG,85.98,overcast clouds,11.6765,10.1948,Muk hostel
551,Rome,US,82.4,clear sky,34.257,-85.1647,La Quinta Inn & Suites by Wyndham Rome
552,The Valley,AI,84.2,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
553,Samana,DO,87.8,broken clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
554,Katherine,AU,66.2,overcast clouds,-14.4667,132.2667,Pine Tree Motel
556,Rabo De Peixe,PT,64.4,scattered clouds,37.8,-25.5833,Quinta das Giestas
558,Qingdao,CN,50.0,broken clouds,36.0986,120.3719,东晖国际大酒店餐厅
559,Winslow,US,80.01,clear sky,35.0242,-110.6974,Best Western Plus Winslow Inn
560,Harper,LR,81.14,broken clouds,4.375,-7.7169,Screensaver
561,Chimore,BO,64.35,overcast clouds,-16.9833,-65.1333,Bichito
562,Ankpa,NG,79.21,overcast clouds,7.3706,7.6253,AA Suites
563,Dumabato,PH,67.98,overcast clouds,16.3167,121.7,JBT MOUNTAIN VIEW RECREATIONAL PLACE
564,Mangrol,IN,80.06,clear sky,21.1167,70.1167,Hotel The Royal Honours
565,Mikhaylovka,RU,60.01,broken clouds,50.06,43.2379,5 Komnat
566,Mvuma,ZW,60.17,clear sky,-19.2792,30.5283,
567,Sambava,MG,76.35,overcast clouds,-14.2667,50.1667,Melrose
568,Kashan,IR,72.9,clear sky,33.9831,51.4364,Manouchehri Traditional House
569,Oran,DZ,60.8,broken clouds,35.6911,-0.6417,The Adress Residence SM
571,Turayf,SA,55.4,clear sky,31.6725,38.6637,Swiss Spirit Hotel & Suites Turaif
572,Conde,BR,82.4,scattered clouds,-7.2597,-34.9075,Pousada Beija Flor
574,Nanchang,CN,60.37,light rain,28.6833,115.8833,Gloria Plaza Hotel Nanchang
575,Sadiqabad,PK,84.56,broken clouds,28.3062,70.1307,MIDWAY HOTEL & RESTAURANT
578,Ukrayinka,UA,50.0,broken clouds,47.9167,35.35,
579,Jiaocheng,CN,70.65,clear sky,24.6774,116.1389,Changtan Tourism Resort
580,Thinadhoo,MV,83.21,scattered clouds,0.5333,72.9333,
581,Pedernales,DO,83.23,overcast clouds,18.0384,-71.744,Hotel Costa Marina
583,Dubti,ET,86.58,broken clouds,11.7361,41.0853,degu Shiferaw
584,Tuatapere,NZ,50.0,light rain,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
585,Caravelas,BR,79.14,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
586,Kisangani,CD,82.4,light rain,0.5167,25.2,Grand Ramela Hotel
587,Fare,PF,81.95,overcast clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
588,Ranau,MY,75.2,few clouds,5.9538,116.6641,Ranau Backpackers Hostel
589,Praia Da Vitoria,PT,63.0,scattered clouds,38.7333,-27.0667,Hotel Branco I
590,Karratha,AU,81.03,broken clouds,-20.7377,116.8463,ibis Styles Karratha
591,Fenoarivo Atsinanana,MG,74.5,light rain,-17.3667,49.4167,L'Oasis Lodge
592,San Quintin,MX,62.56,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
593,Ca Mau,VN,79.18,broken clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
594,Mahibadhoo,MV,82.38,broken clouds,3.7833,72.9667,Omadhoo Inn
595,Asyut,EG,64.44,clear sky,27.180999999999997,31.1837,Florence Hotel Assiut
596,Rodeo,US,78.01,clear sky,38.033,-122.2669,Captain's Cottage
597,Mabaruma,GY,81.18,scattered clouds,8.2,-59.7833,
598,Bilma,NE,87.55,clear sky,18.6853,12.9164,Expeditions Ténére voyages
599,Ndele,CF,80.46,broken clouds,8.4109,20.6473,
600,Lazaro Cardenas,MX,82.74,clear sky,17.9583,-102.2,Hotel Quinta Antigua
601,Rafraf,TN,62.6,broken clouds,37.1904,10.1837,Les Jardins de la Mer Ghar el Melh
602,Hanyang,CN,53.01,light rain,32.1371,105.5126,Forestry Hostel
603,Gizo,SB,81.27,broken clouds,-8.103,156.8419,Imagination Island
604,Tonj,SS,76.62,overcast clouds,7.2737,28.6822,
605,Kununurra,AU,73.4,overcast clouds,-15.7667,128.7333,Hotel Kununurra
606,Beira,MZ,78.8,few clouds,-19.8436,34.8389,Beira Terrace Hotel
607,Cabinda,AO,79.92,overcast clouds,-5.55,12.2,"Hotel Executivo , 3 estrelas"
608,Lunglei,IN,64.36,clear sky,22.8833,92.7333,Hotel Elite
610,Makakilo City,US,77.0,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
611,Touros,BR,86.0,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
612,Gotsu,JP,60.6,overcast clouds,35.0,132.2167,Yurusato
614,Wembley,AU,57.99,clear sky,-31.9333,115.8,Quest on Rheola
615,Carutapera,BR,80.13,few clouds,-1.195,-46.02,Lidera
617,Saint-Pierre,RE,78.8,moderate rain,-21.3393,55.4781,Lindsey Hôtel
618,Iquique,CL,69.8,clear sky,-20.2208,-70.1431,Backpacker`s Hostel Iquique
619,Bintulu,MY,77.0,few clouds,3.1667,113.0333,900 Boutique INN
620,Camana,PE,71.98,broken clouds,-16.6228,-72.7111,Hostal Morales
621,Puerto Quijarro,BO,87.62,overcast clouds,-17.7833,-57.7667,Hotel palance
623,Tual,ID,82.22,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
624,Akyab,MM,79.32,few clouds,20.15,92.9,Hotel Memory
626,Guiyang,CN,53.6,overcast clouds,26.5833,106.7167,Guo Tai Hotel Guiyang
627,Phalaborwa,ZA,71.6,clear sky,-23.943,31.1411,Bothabelo Bed and Breakfast
631,San Vicente,AR,77.83,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
632,Poltava,UA,52.3,overcast clouds,49.5937,34.5407,Yavir
634,Vajszlo,HU,55.99,overcast clouds,45.8596,17.9841,Lázár Vendégház
636,Lahaina,US,75.2,few clouds,20.8783,-156.6825,Lahaina Shores Beach Resort
638,Labuhan,ID,77.14,scattered clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
640,Orange Cove,US,77.0,clear sky,36.6244,-119.3137,
641,Sao Gabriel Da Cachoeira,BR,87.8,scattered clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
642,Middelburg,ZA,61.66,clear sky,-25.7751,29.4648,Oregon Place Guest House
643,Yizheng,CN,55.6,few clouds,24.6706,103.4296,
644,Dong Hoi,VN,73.56,overcast clouds,17.4833,106.6,Nam Long Hotel
645,Mingguang,CN,56.91,overcast clouds,32.7802,117.9638,Yonghao Hotel
647,Utiel,ES,55.0,broken clouds,39.5667,-1.2,Hotel Restaurante El Tollo
648,Ritchie,ZA,64.4,clear sky,-29.038,24.6028,Riverside County Club Modderrivier
649,Avera,US,84.99,clear sky,33.194,-82.5271,
650,Rodrigues Alves,BR,84.2,broken clouds,-7.7379999999999995,-72.6509,Pousada Aconchego
652,Duncan,US,66.2,clear sky,34.5023,-97.9578,Days Inn by Wyndham Duncan
654,Boende,CD,73.24,scattered clouds,-0.2167,20.8667,
655,Sabang,ID,82.17,few clouds,5.8933,95.3214,Hotel Citra
656,Erzin,TR,54.0,clear sky,36.9559,36.2,Artemis Otel
657,Nushki,PK,76.19,few clouds,29.5542,66.0215,Jahangir Hotel Noshki
658,Aktau,KZ,55.4,clear sky,43.65,51.2,Silk Way Hotel
662,Mtimbira,TZ,71.56,moderate rain,-8.7833,36.35,
663,Odienne,CI,90.25,few clouds,9.51,-7.5692,Oustaz Vame DIAKITE
665,Farap,TM,62.6,clear sky,39.1704,63.6116,
667,Hosakote,IN,81.12,clear sky,14.2769,77.1699,AVN lodge
669,Putignano,IT,53.01,mist,40.8518,17.1213,Rifugio Delle Grotte
671,Santa Ines,BR,81.77,overcast clouds,-3.6667,-45.38,HOTEL TOP
672,Dargaville,NZ,64.42,few clouds,-35.9333,173.8833,Parkview Motel
675,Fredericksburg,US,69.01,overcast clouds,38.3032,-77.4605,Courtyard by Marriott Fredericksburg Historic District
676,Bella Vista,US,71.6,broken clouds,36.4295,-94.2316,The Inn at Bella Vista
677,Price,US,57.2,clear sky,39.5994,-110.8107,National 9 - Price River Inn
678,Tucumcari,US,55.4,clear sky,35.1717,-103.725,Holiday Inn Express & Suites Tucumcari
679,Tiarei,PF,86.0,broken clouds,-17.5333,-149.3333,Le Rocher de Tahiti
680,Sola,VU,82.0,overcast clouds,-13.8833,167.55,Leumerus Bungalows
681,Liberal,US,53.6,clear sky,37.0431,-100.921,Hampton Inn & Suites Liberal
684,Itaituba,BR,87.8,few clouds,-4.2761,-55.9836,Hotel Campos
687,Fraga,ES,55.0,clear sky,41.5229,0.3489,Hotel Casanova
688,Ouadda,CF,71.13,overcast clouds,8.0777,22.4007,
689,Chenzhou,CN,61.03,light rain,25.8,113.0333,Thank Inn Chain Hotel hunan chenzhou beihu district wuling square
